profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,15.743856247940633,0.0009839535725905979,0.9528199886438359,0.06351684010903012,0.002660714285714286,0.022625444811536756,0.0008838334102692646
