profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.2171780162997661,0.8313625045441304,0.8313625045441292,0.2795950111434049,0.27959501114340496,1.9854127941784277e-16,1.9854127941784277e-14
gaussian,0.9476161963674644,0.8313625045441292,0.8313625045441292,0.2795950111434048,0.2795950111434047,3.9708255883568594e-16,3.970825588356859e-14
oscillating,1.6963424421262654,0.8313625045441292,0.8313625045441292,0.27959501114340474,0.2795950111434047,1.9854127941784297e-16,1.9854127941784296e-14
