mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,160,0.5845237264026684,0.7943678053421953,1.1102230246251565e-16,0.0,1.1102230246251565e-16,3.919302581334394e-17,1.0,0.3050920449286776,5.204386227374128e-13
