x,k,lambda_before,lambda_after,delta_lambda,abs_delta_lambda
7,12,0.3065825959904805,0.30658259599048043,-5.551115123125783e-17,5.551115123125783e-17
0,29,0.07798040731164821,0.07798040731164799,-2.220446049250313e-16,2.220446049250313e-16
6,23,-0.0536721169821273,-0.05367211698212724,6.245004513516506e-17,6.245004513516506e-17
1,4,0.02230555071705047,0.022305550717050475,3.469446951953614e-18,3.469446951953614e-18
2,0,-0.016448918673592595,-0.016448918673592584,1.0408340855860843e-17,1.0408340855860843e-17
6,11,0.020091128272585107,0.02009112827258514,3.469446951953614e-17,3.469446951953614e-17
5,11,-0.005890936352664147,-0.005890936352664147,0.0,0.0
5,1,0.04866847039343123,0.04866847039343122,-1.3877787807814457e-17,1.3877787807814457e-17
10,25,0.0836354440979747,0.08363544409797469,-1.3877787807814457e-17,1.3877787807814457e-17
8,25,0.12306646843342488,0.12306646843342499,1.1102230246251565e-16,1.1102230246251565e-16
8,1,-0.09384598268043366,-0.09384598268043359,6.938893903907228e-17,6.938893903907228e-17
4,21,0.05697346551409373,0.05697346551409373,0.0,0.0
8,22,0.08819329750648272,0.08819329750648278,5.551115123125783e-17,5.551115123125783e-17
9,21,0.11869668836709377,0.11869668836709371,-5.551115123125783e-17,5.551115123125783e-17
7,19,-0.1384358227845087,-0.13843582278450875,-5.551115123125783e-17,5.551115123125783e-17
4,26,-0.0970301957538531,-0.09703019575385309,1.3877787807814457e-17,1.3877787807814457e-17
11,29,-0.0018897059464889829,-0.0018897059464889898,-6.938893903907228e-18,6.938893903907228e-18
11,19,0.15645063125348413,0.15645063125348413,0.0,0.0
5,6,-0.023664468149385647,-0.02366446814938565,-3.469446951953614e-18,3.469446951953614e-18
0,13,-0.08821886437201754,-0.08821886437201752,1.3877787807814457e-17,1.3877787807814457e-17
4,17,0.23081781146133182,0.2308178114613317,-1.1102230246251565e-16,1.1102230246251565e-16
11,14,0.39539846725369465,0.395398467253695,3.3306690738754696e-16,3.3306690738754696e-16
8,27,0.24705234082541955,0.2470523408254195,-5.551115123125783e-17,5.551115123125783e-17
0,24,0.053578937380097384,0.053578937380097384,0.0,0.0
1,29,0.16669947815850414,0.16669947815850386,-2.7755575615628914e-16,2.7755575615628914e-16
0,7,0.16757365891917836,0.1675736589191786,2.498001805406602e-16,2.498001805406602e-16
7,16,-0.016728763141535735,-0.016728763141535687,4.85722573273506e-17,4.85722573273506e-17
1,11,0.04352470976242382,0.04352470976242381,-6.938893903907228e-18,6.938893903907228e-18
7,29,-0.1938998716420085,-0.1938998716420086,-8.326672684688674e-17,8.326672684688674e-17
1,0,0.023419217187397173,0.023419217187397194,2.0816681711721685e-17,2.0816681711721685e-17
4,23,-0.11016701944148752,-0.1101670194414876,-8.326672684688674e-17,8.326672684688674e-17
7,27,0.13316165211489644,0.13316165211489642,-2.7755575615628914e-17,2.7755575615628914e-17
11,5,-0.1733109864780605,-0.17331098647806065,-1.3877787807814457e-16,1.3877787807814457e-16
11,2,0.12747561720813452,0.12747561720813455,2.7755575615628914e-17,2.7755575615628914e-17
11,21,-0.030537352956780867,-0.030537352956780783,8.326672684688674e-17,8.326672684688674e-17
3,4,-0.008045961701065127,-0.008045961701065127,0.0,0.0
4,13,0.003618934706544466,0.003618934706544487,2.0816681711721685e-17,2.0816681711721685e-17
6,12,0.0974142585226449,0.09741425852264496,5.551115123125783e-17,5.551115123125783e-17
9,19,-0.2114643400217299,-0.21146434002172987,2.7755575615628914e-17,2.7755575615628914e-17
10,15,-0.1928261229108931,-0.19282612291089313,-2.7755575615628914e-17,2.7755575615628914e-17
10,13,-0.04718908557830942,-0.047189085578309455,-3.469446951953614e-17,3.469446951953614e-17
10,8,0.06668391822426609,0.06668391822426609,0.0,0.0
3,2,0.06012794288685105,0.06012794288685104,-6.938893903907228e-18,6.938893903907228e-18
10,28,0.05641957079884143,0.05641957079884146,2.7755575615628914e-17,2.7755575615628914e-17
7,1,0.013706070108300928,0.013706070108300938,1.0408340855860843e-17,1.0408340855860843e-17
11,25,-0.1305427851900131,-0.130542785190013,1.1102230246251565e-16,1.1102230246251565e-16
3,7,0.01839199047897037,0.018391990478970367,-3.469446951953614e-18,3.469446951953614e-18
5,15,0.09262823685661876,0.09262823685661879,2.7755575615628914e-17,2.7755575615628914e-17
3,27,-0.11534473331470328,-0.11534473331470334,-5.551115123125783e-17,5.551115123125783e-17
1,23,0.043873509964744956,0.0438735099647449,-5.551115123125783e-17,5.551115123125783e-17
7,11,0.1384619647099999,0.13846196470999983,-8.326672684688674e-17,8.326672684688674e-17
11,17,0.49120959500541034,0.4912095950054102,-1.1102230246251565e-16,1.1102230246251565e-16
5,22,-0.054177054081467585,-0.054177054081467634,-4.85722573273506e-17,4.85722573273506e-17
3,10,-0.1133566865157366,-0.11335668651573663,-2.7755575615628914e-17,2.7755575615628914e-17
4,12,0.04428518879151015,0.04428518879151015,0.0,0.0
6,25,-0.026188169641218395,-0.026188169641218374,2.0816681711721685e-17,2.0816681711721685e-17
0,18,-0.0752623581140497,-0.07526235811404972,-1.3877787807814457e-17,1.3877787807814457e-17
1,3,-0.029512931444532285,-0.029512931444532296,-1.0408340855860843e-17,1.0408340855860843e-17
4,7,0.02150075705380827,0.021500757053808273,3.469446951953614e-18,3.469446951953614e-18
7,6,-0.03813915732077819,-0.038139157320778126,6.245004513516506e-17,6.245004513516506e-17
2,25,-0.08207508277416477,-0.08207508277416459,1.8041124150158794e-16,1.8041124150158794e-16
7,13,0.2142796986035217,0.2142796986035217,0.0,0.0
8,17,0.06479667497260713,0.06479667497260719,5.551115123125783e-17,5.551115123125783e-17
1,26,-0.029266571335964178,-0.029266571335964133,4.5102810375396984e-17,4.5102810375396984e-17
9,25,0.08884131468724761,0.0888413146872476,-1.3877787807814457e-17,1.3877787807814457e-17
3,1,-0.008903098064974524,-0.008903098064974468,5.551115123125783e-17,5.551115123125783e-17
7,4,-0.015546324788953333,-0.015546324788953327,6.938893903907228e-18,6.938893903907228e-18
5,17,0.11584609895428216,0.11584609895428219,2.7755575615628914e-17,2.7755575615628914e-17
0,8,0.16725008976253214,0.16725008976253214,0.0,0.0
7,28,0.08689858045329377,0.08689858045329377,0.0,0.0
10,19,-0.0541414178223593,-0.054141417822359296,6.938893903907228e-18,6.938893903907228e-18
0,11,0.08412240069140287,0.08412240069140288,1.3877787807814457e-17,1.3877787807814457e-17
3,17,0.134849796896588,0.13484979689658794,-5.551115123125783e-17,5.551115123125783e-17
0,21,0.035165716101473274,0.0351657161014733,2.7755575615628914e-17,2.7755575615628914e-17
11,15,0.5264837198822104,0.5264837198822107,2.220446049250313e-16,2.220446049250313e-16
8,11,0.20474860959201238,0.20474860959201233,-5.551115123125783e-17,5.551115123125783e-17
5,4,-0.11147656291132106,-0.11147656291132105,1.3877787807814457e-17,1.3877787807814457e-17
10,21,0.09258641064594875,0.09258641064594877,2.7755575615628914e-17,2.7755575615628914e-17
1,13,-0.1483800881854401,-0.14838008818544007,2.7755575615628914e-17,2.7755575615628914e-17
10,5,-0.024142780111033265,-0.02414278011103328,-1.3877787807814457e-17,1.3877787807814457e-17
5,21,0.006827341700625943,0.006827341700625933,-1.0408340855860843e-17,1.0408340855860843e-17
