eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.2384601326389859,-0.11846573281522817,0.026866658221418982,0.005242228916354175,True
0.9,0.21331609532712154,-0.09630344745749148,0.05195537119582361,0.006184876983971299,True
1.5,0.2466155107202506,-0.05956742311478182,0.06775810021419548,-0.005018778282853242,True
