K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.8781568971375172,0.5834700818684291,0.5834700818684292,1.9027934064244046e-16,1.9027934064244045e-14
8,0.4390784485687586,0.5834700818684291,0.5834700818684292,1.9027934064244046e-16,1.9027934064244045e-14
16,0.2195392242843793,0.5834700818684292,0.5834700818684292,0.0,0.0
32,0.10976961214218965,0.5834700818684293,0.5834700818684292,1.9027934064244046e-16,1.9027934064244045e-14
64,0.054884806071094826,0.5834700818684293,0.5834700818684292,1.9027934064244046e-16,1.9027934064244045e-14
128,0.027442403035547413,0.5834700818684295,0.5834700818684292,5.708380219273214e-16,5.708380219273214e-14
