angle_deg,state,tr_F_rho_real
0.0,ket_0,0.28574104605090955
0.0,ket_1,0.28574104605090955
0.0,ket_plus,0.2857410460509095
0.0,ket_minus,0.2857410460509095
0.0,ket_plus_i,0.2803464759705711
0.0,ket_minus_i,0.2911356161312479
15.0,ket_0,0.28574104605090955
15.0,ket_1,0.28574104605090955
15.0,ket_plus,0.43661971639438474
15.0,ket_minus,0.13486237570743423
15.0,ket_plus_i,0.2604829221871872
15.0,ket_minus_i,0.3109991699146318
30.0,ket_0,0.28574104605090955
30.0,ket_1,0.28574104605090955
30.0,ket_plus,0.5772162546927441
30.0,ket_minus,-0.005734162590925073
30.0,ket_plus_i,0.20224592920129852
30.0,ket_minus_i,0.36923616290052047
45.0,ket_0,0.28574104605090955
45.0,ket_1,0.28574104605090955
45.0,ket_plus,0.6979492392077196
45.0,ket_minus,-0.1264671471059005
45.0,ket_plus_i,0.10960425184371195
45.0,ket_minus_i,0.4618778402581071
60.0,ket_0,0.28574104605090955
60.0,ket_1,0.28574104605090955
60.0,ket_plus,0.7905909165653061
60.0,ket_minus,-0.21910882446348717
60.0,ket_plus_i,-0.011128732671263464
60.0,ket_minus_i,0.5826108247730825
75.0,ket_0,0.28574104605090955
75.0,ket_1,0.28574104605090955
75.0,ket_plus,0.8488279095511948
75.0,ket_minus,-0.27734581744937586
75.0,ket_plus_i,-0.15172527096962285
75.0,ket_minus_i,0.7232073630714418
90.0,ket_0,0.28574104605090955
90.0,ket_1,0.28574104605090955
90.0,ket_plus,0.8686914633345787
90.0,ket_minus,-0.29720937123275976
90.0,ket_plus_i,-0.30260394131309815
90.0,ket_minus_i,0.8740860334149172
