x,k,lambda_before,lambda_after,delta_lambda,abs_delta_lambda
5,1,0.04866847039343123,0.048668470393431223,-6.938893903907228e-18,6.938893903907228e-18
4,28,-0.11510039329894742,-0.11510039329894747,-5.551115123125783e-17,5.551115123125783e-17
1,14,-0.2600932490498474,-0.2600932490498473,5.551115123125783e-17,5.551115123125783e-17
4,19,0.1452178495217915,0.1452178495217918,2.7755575615628914e-16,2.7755575615628914e-16
1,6,0.08035723026646982,0.08035723026646985,2.7755575615628914e-17,2.7755575615628914e-17
1,18,-0.020488199236553456,-0.020488199236553463,-6.938893903907228e-18,6.938893903907228e-18
4,16,0.1273391861225548,0.12733918612255485,5.551115123125783e-17,5.551115123125783e-17
0,1,-0.030608187300131,-0.030608187300131,0.0,0.0
5,12,0.042150293632817123,0.04215029363281712,-6.938893903907228e-18,6.938893903907228e-18
5,16,0.11969811892325956,0.1196981189232596,4.163336342344337e-17,4.163336342344337e-17
3,24,-0.12523459619319932,-0.12523459619319932,0.0,0.0
1,15,-0.3902625949854529,-0.390262594985453,-1.1102230246251565e-16,1.1102230246251565e-16
5,4,-0.11147656291132106,-0.11147656291132114,-8.326672684688674e-17,8.326672684688674e-17
0,23,0.022353334963696753,0.022353334963696774,2.0816681711721685e-17,2.0816681711721685e-17
5,25,-0.19660405042215803,-0.19660405042215803,0.0,0.0
4,11,-0.026998694399553987,-0.026998694399553973,1.3877787807814457e-17,1.3877787807814457e-17
7,2,-0.14981897230831417,-0.1498189723083141,8.326672684688674e-17,8.326672684688674e-17
2,21,0.2131945556283974,0.2131945556283973,-1.1102230246251565e-16,1.1102230246251565e-16
6,16,0.04605183326182043,0.04605183326182043,0.0,0.0
3,26,-0.10209962800550902,-0.10209962800550905,-2.7755575615628914e-17,2.7755575615628914e-17
6,25,-0.026188169641218395,-0.026188169641218367,2.7755575615628914e-17,2.7755575615628914e-17
0,16,-0.08805980828573373,-0.08805980828573375,-1.3877787807814457e-17,1.3877787807814457e-17
1,29,0.16669947815850414,0.16669947815850417,2.7755575615628914e-17,2.7755575615628914e-17
1,24,0.029469166610601803,0.02946916661060178,-2.42861286636753e-17,2.42861286636753e-17
4,2,0.110810300417384,0.11081030041738402,1.3877787807814457e-17,1.3877787807814457e-17
2,12,-0.210413235307794,-0.21041323530779377,2.220446049250313e-16,2.220446049250313e-16
2,2,-0.03495276495325881,-0.0349527649532588,6.938893903907228e-18,6.938893903907228e-18
4,10,-0.13117683162896138,-0.1311768316289614,-2.7755575615628914e-17,2.7755575615628914e-17
1,17,-0.040992374620711154,-0.040992374620711064,9.020562075079397e-17,9.020562075079397e-17
3,29,-0.02949426477116346,-0.029494264771163403,5.551115123125783e-17,5.551115123125783e-17
7,27,0.2717249317111838,0.2717249317111837,-5.551115123125783e-17,5.551115123125783e-17
0,6,-0.03579915243061829,-0.03579915243061829,0.0,0.0
1,26,-0.029266571335964178,-0.029266571335964078,1.0061396160665481e-16,1.0061396160665481e-16
3,16,0.0774496812773431,0.07744968127734309,-1.3877787807814457e-17,1.3877787807814457e-17
2,26,-0.11208729856174734,-0.11208729856174737,-2.7755575615628914e-17,2.7755575615628914e-17
5,8,-0.006522358556857115,-0.00652235855685707,4.5102810375396984e-17,4.5102810375396984e-17
4,29,0.024766543929918686,0.024766543929918765,7.979727989493313e-17,7.979727989493313e-17
4,23,-0.11016701944148752,-0.11016701944148743,8.326672684688674e-17,8.326672684688674e-17
3,15,-0.0024285596760092454,-0.002428559676009247,-1.734723475976807e-18,1.734723475976807e-18
7,3,-0.08310037666332064,-0.0831003766633205,1.3877787807814457e-16,1.3877787807814457e-16
4,25,-0.11621767026411729,-0.11621767026411717,1.249000902703301e-16,1.249000902703301e-16
0,14,-0.13040929071925253,-0.1304092907192526,-8.326672684688674e-17,8.326672684688674e-17
4,26,-0.0970301957538531,-0.09703019575385302,8.326672684688674e-17,8.326672684688674e-17
6,29,-0.09388295887196835,-0.09388295887196836,-1.3877787807814457e-17,1.3877787807814457e-17
2,1,-0.2104983050141487,-0.2104983050141489,-1.942890293094024e-16,1.942890293094024e-16
1,20,0.11417057845744669,0.11417057845744667,-1.3877787807814457e-17,1.3877787807814457e-17
2,22,0.3193692209786084,0.31936922097860854,1.1102230246251565e-16,1.1102230246251565e-16
4,8,0.03643760053554654,0.036437600535546566,2.7755575615628914e-17,2.7755575615628914e-17
3,23,-0.15821022565691778,-0.15821022565691772,5.551115123125783e-17,5.551115123125783e-17
3,22,0.09370495494331388,0.09370495494331392,4.163336342344337e-17,4.163336342344337e-17
7,17,-0.2696772301104736,-0.2696772301104734,2.220446049250313e-16,2.220446049250313e-16
2,29,0.2145518764164671,0.21455187641646734,2.220446049250313e-16,2.220446049250313e-16
6,11,0.020091128272585107,0.02009112827258508,-2.7755575615628914e-17,2.7755575615628914e-17
7,1,-0.14943703281443327,-0.14943703281443335,-8.326672684688674e-17,8.326672684688674e-17
2,8,-0.010083822850777732,-0.010083822850777698,3.469446951953614e-17,3.469446951953614e-17
4,1,0.0631122548279425,0.06311225482794244,-5.551115123125783e-17,5.551115123125783e-17
7,11,0.2985395938327444,0.2985395938327443,-1.1102230246251565e-16,1.1102230246251565e-16
6,20,-0.12976451781863638,-0.12976451781863635,2.7755575615628914e-17,2.7755575615628914e-17
5,11,-0.005890936352664147,-0.005890936352664123,2.42861286636753e-17,2.42861286636753e-17
0,3,-0.04204858525400656,-0.042048585254006565,-6.938893903907228e-18,6.938893903907228e-18
2,25,-0.08207508277416477,-0.08207508277416475,1.3877787807814457e-17,1.3877787807814457e-17
6,6,-0.0781206262389639,-0.07812062623896386,4.163336342344337e-17,4.163336342344337e-17
6,17,0.02033566453158758,0.020335664531587593,1.3877787807814457e-17,1.3877787807814457e-17
6,15,0.054232742912692165,0.05423274291269213,-3.469446951953614e-17,3.469446951953614e-17
4,18,0.39048032925490583,0.39048032925490594,1.1102230246251565e-16,1.1102230246251565e-16
7,25,0.23168792966303997,0.23168792966304008,1.1102230246251565e-16,1.1102230246251565e-16
6,22,-0.06306391901320203,-0.06306391901320202,1.3877787807814457e-17,1.3877787807814457e-17
7,12,0.3595992768313586,0.3595992768313587,1.1102230246251565e-16,1.1102230246251565e-16
6,19,-0.1161706603561533,-0.11617066035615332,-2.7755575615628914e-17,2.7755575615628914e-17
6,0,0.038267785836828466,0.03826778583682844,-2.7755575615628914e-17,2.7755575615628914e-17
6,13,0.20696281548562007,0.20696281548562,-5.551115123125783e-17,5.551115123125783e-17
2,24,-0.049837015444429825,-0.049837015444429866,-4.163336342344337e-17,4.163336342344337e-17
7,16,-0.08704922055910656,-0.0870492205591066,-4.163336342344337e-17,4.163336342344337e-17
3,4,-0.008045961701065127,-0.008045961701065033,9.367506770274758e-17,9.367506770274758e-17
3,17,0.134849796896588,0.13484979689658802,2.7755575615628914e-17,2.7755575615628914e-17
4,21,0.05697346551409373,0.05697346551409374,1.3877787807814457e-17,1.3877787807814457e-17
7,7,-0.11437346631464147,-0.11437346631464144,2.7755575615628914e-17,2.7755575615628914e-17
7,9,0.1700346445184644,0.1700346445184644,0.0,0.0
0,9,0.06418767252531117,0.06418767252531116,-1.3877787807814457e-17,1.3877787807814457e-17
3,14,-0.09995855068975451,-0.09995855068975446,5.551115123125783e-17,5.551115123125783e-17
4,3,0.020694007147025434,0.020694007147025465,3.122502256758253e-17,3.122502256758253e-17
