profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,2.6501801831691627,2.9768397653449816,2.9768397653449705,0.04814755522421386,0.048147555224213906,1.0088208446131465e-15,1.0088208446131465e-13
gaussian,3.806411601201197,2.976839765344969,2.9768397653449705,0.04814755522421756,0.04814755522421751,1.1529381081292242e-15,1.1529381081292241e-13
oscillating,7.630550402567382,2.9768397653449696,2.9768397653449705,0.048147555224217396,0.048147555224217375,4.323517905484602e-16,4.323517905484602e-14
