mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,200,0.3,0.6,5.551115123125783e-17,0.0,8.326672684688674e-17,3.8553034051561354e-17,1.0,0.19999999999963375,2.3753028826182296e-13
