boot_id,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
0,0.9668537847999062,0.751943636401939,-2.1489990492709206,18.784363818400077
1,1.2656676748731557,-0.45708688059860947,-1.951354058559783,17.697966297372332
2,1.2339610298770751,4.090308053490867,-5.195858060467591,23.3500075041894
3,0.7760573517150524,-1.0690167088027691,-0.6400899615441782,25.257707065467752
4,1.4280658027154645,2.8169385573138666,-4.222551789835544,27.69041588769863
5,1.0033823009106784,-0.7416484355114206,-1.3705540608006959,20.28382515561042
6,1.115723909767709,1.8173785557700197,-3.0658948718366763,24.22812101596505
7,1.4453496890526094,1.5612336220046708,-3.371785428072624,31.030981280441775
8,2.4717322256128127,4.147734259826487,-6.709962136001288,23.9538131878409
9,0.9453535042806653,3.479925202393742,-4.5947079586749835,18.51467252927071
10,1.1128257832146167,1.7558626412209055,-3.2068461882013284,34.16982258232319
11,1.7055330111210485,1.9276979258381606,-3.9820284857617256,21.797178930801067
12,1.2123794193531976,1.9803279340997249,-3.21787420470648,30.27414101418506
13,1.375228330005496,-2.1208584796315852,-0.8784971398805326,15.877820733389132
14,1.714440769453772,3.6130703559097372,-5.4388303817682795,26.471846756608727
15,2.1654993842578936,5.305215508470918,-7.280561824638579,28.348421907469024
16,0.8786531532650977,-0.8210483916161125,-1.1229140219272262,17.39403317786085
17,1.058407012619665,-0.6482849696520067,-1.3716081525930948,23.341716589738922
18,2.08923485934687,3.1830951514639074,-5.572982425424083,27.331255515308
19,2.1261579727802236,6.270987127880976,-8.17537503222841,20.07570651567783
20,1.6117581488122361,3.34074735932215,-5.2593185946500745,17.769216578111628
21,1.5314155536005816,5.162789205547552,-6.654335665105069,24.075189444001083
22,1.7502672936273465,2.8225857761498,-5.120982651735457,18.512730087910658
23,2.0640998986892867,4.379051796067147,-6.534928703074551,13.85602040994475
24,1.5134664805771554,3.126892529731118,-5.062484320725888,12.973922802923626
25,1.5606315818061625,1.0812711213897577,-3.5689154666588765,18.573358637782604
26,1.7247387300129886,4.6261545946032525,-6.345689234478631,21.802152624489253
27,1.9426927956275686,6.6793822081876195,-7.922893815169214,29.173095201227653
28,1.408294660308352,3.779543860026732,-5.205517182616994,27.78858877180027
29,2.700856625143631,8.271917514048877,-10.735644191759532,14.713726041423936
30,1.2581600067811238,2.9198301070820056,-3.965559669609979,27.209878681883634
31,2.192820200492499,4.748612085604565,-7.360422394997994,4.253672027205206
32,0.5423843116112145,0.5391512473762199,-1.1927523143016177,33.381832871033275
33,0.32831869677926984,-2.967676802794343,1.1787509256471993,19.20046477285727
34,1.8621458758873828,4.862365883459484,-6.345129968762943,27.32752721542788
35,2.928719613016179,6.844358045621854,-9.754962693506148,2.374582361524324
36,2.4423542541700547,2.6309190132108946,-6.098955661517635,21.33559257094441
37,1.1206187810372024,2.7674912533832856,-4.1229417568416915,28.813289646514402
38,0.6237104259447328,1.8404266123939441,-2.7425915723813556,22.182152561564124
39,1.2755326169320806,1.1242924513914943,-3.287589443279136,18.124570484697028
40,1.6251832815501606,1.0096354494252266,-3.7751445767604457,17.497629474833193
41,1.6288834907100962,3.069811613290026,-4.896845417145443,31.78310985018663
42,1.8391039247168188,6.396809557297631,-8.21763418221166,25.02928118586507
43,2.7755838524018595,9.919234197668697,-11.678906134579753,31.17477163285072
44,0.5310713650362567,-1.1380958324746004,-0.20830189655106038,20.63137490727592
45,1.3960582984880514,3.4882983467816855,-4.510060055869044,32.06191584222058
46,1.3585296277347672,-0.07083684244067841,-2.0761528422761937,35.91208981829576
47,1.4678441006428278,3.7788169812744985,-4.967673115977213,28.76116379768312
48,1.418761841811927,1.8445624782632104,-3.4524917075906414,30.84521642358443
49,0.6413051844829539,-0.3855889191120904,-0.7653572933591866,22.06556819380666
50,1.364827883874246,5.958047114344763,-6.790640899450161,27.133383602042475
51,2.222650161600807,4.117470154575623,-6.738834255037479,1.6811135892453863
52,1.4976671677485978,4.286643626803756,-5.494239745728768,28.345060922122194
53,1.2712805897717505,2.9169285946485086,-4.419212432891165,32.69047044449995
54,1.4080300735611377,3.1151004291114726,-4.402364661609986,28.24873349246844
