case_id,profile,alpha1,alpha2,delta_alpha,lambda_matter_w1_mean,lm_w1_times_delta_alpha,lambda_vac_w1_mean,state_spread_phi90,lambda_w_g2_mean,coh_ptr_g2_mean,jump_rate_g2_mean,lambda_eff_raw,clausius_r2,lambda_eff_proxy
0,gaussian,0.05413295002287827,0.9493599557986556,0.8952270057757774,0.9209955049047764,0.8245000481888534,0.8952270057757772,1.6251616314578081,-0.0009596936145094346,0.03715074589878094,0.00425,-5.753380080211039,0.08973277274220526,-0.1713934663071382
1,constant,0.3016387861457677,0.6550121158077131,0.35337332966194535,0.5547679169577521,0.19604018600498244,0.35337332966194535,1.0523358298721175,0.01817142845943264,0.08773202995466103,0.0027500000000000003,7.624258693983343,0.23552847327533866,0.5074647049412528
2,oscillating,0.2275799165793044,0.7381865850964057,0.5106066685171012,0.6629243817640577,0.33849361005130446,0.5106066685171012,1.143316319038446,-0.0015552699741147695,0.11068828163476474,0.0033750000000000004,-0.49941500306023795,0.005455878022837313,-0.002210039976033548
3,gaussian,0.17178200230081256,0.8336653204180547,0.6618833181172422,0.7458927316524934,0.49369395618568607,0.6618833181172422,1.3281855859773712,-0.000855658255844427,0.07105124387989048,0.004416666666666668,0.6373809143220273,0.005292444195233226,0.002609693445634062
4,constant,0.31837302057980466,0.5851990370838225,0.2668260165040178,0.4582464738065541,0.12227208118281557,0.2668260165040178,1.1358390275972874,0.032982900825742,0.04763634800318315,0.0030833333333333338,11.954417713839254,0.9900221291359578,2.5358791798985276
5,oscillating,0.16428976910919907,0.8824354531035352,0.7181456839943362,0.7508013968029287,0.5391847826509423,0.7181456839943361,1.3904353043888424,-0.04077732585469466,0.04599698653146181,0.0045,-3.821613653072451,0.08527857086368196,-0.1341524578972229
6,oscillating,0.26611982082961305,0.6623917698616913,0.3962719490320783,0.5095213403080809,0.20190901459732008,0.3962719490320783,1.029898123349125,0.017043357463421605,0.10093685153598408,0.0028333333333333335,0.46098430452213324,0.002581973739941734,0.0009788530708522705
7,gaussian,0.23391089323252104,0.7224040909794466,0.48849319774692557,0.6035397339576619,0.294825054608307,0.4884931977469255,1.1044433427533502,7.28585896489191e-05,0.11173547427514063,0.003708333333333333,-1.737863831060572,0.03118305972048352,-0.03140689149348933
8,oscillating,0.14228371759002761,0.888963986687372,0.7466802690973443,0.7322074582474892,0.5467248619593178,0.7466802690973443,1.4167200731908438,-0.03608353363324408,0.03226786257283244,0.0038333333333333336,-2.327567807262454,0.025412038176128138,-0.030551410679272566
9,gaussian,0.05748454808140441,0.9381771114395201,0.8806925633581156,0.8656403468940351,0.7623630160523163,0.8806925633581156,1.5955187794204937,-0.0011710544987847214,0.031151814446999715,0.00425,-2.9378580017429794,0.0257780126596715,-0.03533229590383263
