seed,n_cases,train_frac,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,train_r2_mean,train_r2_median,test_r2_mean,test_r2_median,test_r2_p25,test_r2_min,full_r2,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_test_r2,pass_perm_p,pass_boot_sign,pass_profile_sign,pass_all
20261226,48,0.7,8,100,180,80,300,64,0.05,0.5742736047487331,0.5623474156249284,0.4301550153821927,0.4765492058875363,0.3274785157422131,0.2269320204006149,0.557905922568803,0.009900990099009901,-0.04349616706363759,0.8166666666666667,0.924074074074074,0.6666666666666666,0.7777777777777777,True,True,True,True,True
