angle_deg,state,tr_F_rho_real
0.0,ket_0,0.6474847217529158
0.0,ket_1,0.6474847217529158
0.0,ket_plus,0.6474847217529157
0.0,ket_minus,0.6474847217529157
0.0,ket_plus_i,0.9952667847272513
0.0,ket_minus_i,0.29970265877858016
15.0,ket_0,0.6474847217529158
15.0,ket_1,0.6474847217529158
15.0,ket_plus,0.8311285914680384
15.0,ket_minus,0.4638408520377929
15.0,ket_plus_i,0.9710896106126411
15.0,ket_minus_i,0.32387983289319033
30.0,ket_0,0.6474847217529158
30.0,ket_1,0.6474847217529158
30.0,ket_plus,1.0022574349479196
30.0,ket_minus,0.2927120085579118
30.0,ket_plus_i,0.9002057227300517
30.0,ket_minus_i,0.3947637207757797
45.0,ket_0,0.6474847217529158
45.0,ket_1,0.6474847217529158
45.0,ket_plus,1.1492091043131905
45.0,ket_minus,0.14576033919264098
45.0,ket_plus_i,0.7874457408975183
45.0,ket_minus_i,0.5075237026083131
60.0,ket_0,0.6474847217529158
60.0,ket_1,0.6474847217529158
60.0,ket_plus,1.2619690861457238
60.0,ket_minus,0.033000357360107535
60.0,ket_plus_i,0.6404940715322475
60.0,ket_minus_i,0.654475371973584
75.0,ket_0,0.6474847217529158
75.0,ket_1,0.6474847217529158
75.0,ket_plus,1.3328529740283133
75.0,ket_minus,-0.037883530522481945
75.0,ket_plus_i,0.4693652280523662
75.0,ket_minus_i,0.8256042154534653
90.0,ket_0,0.6474847217529158
90.0,ket_1,0.6474847217529158
90.0,ket_plus,1.3570301481429234
90.0,ket_minus,-0.062060704637092116
90.0,ket_plus_i,0.2857213583372435
90.0,ket_minus_i,1.0092480851685879
