profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.1812728797531695,-0.576660371248948,-0.576660371248947,-0.030296425296357957,-0.030296425296357964,2.290334201487839e-16,2.2903342014878393e-14
gaussian,-0.6573013578433986,-0.5766603712489473,-0.576660371248947,-0.030296425296357912,-0.030296425296357937,8.016169705207445e-16,8.016169705207445e-14
oscillating,-14.585963005416026,-0.576660371248939,-0.576660371248947,-0.030296425296357538,-0.030296425296357544,2.2903342014878713e-16,2.2903342014878712e-14
