n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,-1.110223024625156e-15,0.0,0.0,0.0017130477654781298,0.013297186522395234,0.029512697964916238,0.0
1,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.018362212025010892,-0.000580562286176091,0.000580562286176091,0.019124205152120023,0.019124205152121133,0.002777777777777778,0.0017130477654781295,0.013260249893166357,0.029512697964916238,0.13333333333333333
2,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.019124205152120023,0.0,0.0,0.0017130477654781295,0.013260249893166357,0.029512697964916238,0.13333333333333333
3,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.019124205152120023,0.0,0.0,0.0017130477654781295,0.013260249893166357,0.029512697964916238,0.13333333333333333
4,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.036724424050021784,-0.0011611245723521825,0.0011611245723521825,0.048194278779777444,0.02907007362765742,0.005555555555555556,0.0017130477654781295,0.013186376634708605,0.029512697964916238,0.4
5,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.048194278779777444,0.0,0.0,0.0017130477654781295,0.013186376634708605,0.029512697964916238,0.4
6,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.018362212025010892,-0.0005805622861760917,0.0005805622861760917,0.06104703803959163,0.01285275925981419,0.002777777777777778,0.0017130477654781293,0.013149440005479728,0.029512697964916235,0.5333333333333333
7,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.06104703803959163,0.0,0.0,0.0017130477654781293,0.013149440005479728,0.029512697964916235,0.5333333333333333
8,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.06104703803959163,0.0,0.0,0.0017130477654781293,0.013149440005479728,0.029512697964916235,0.5333333333333333
9,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.06104703803959163,0.0,0.0,0.0017130477654781293,0.013149440005479728,0.029512697964916235,0.5333333333333333
10,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.07344884810004357,-0.002322249144704365,0.002322249144704365,0.106565958828018,0.04551892078842637,0.011111111111111112,0.0017130477654781298,0.013001693488564229,0.02951269796491623,1.0666666666666667
11,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.018362212025010892,-0.0005805622861760907,0.0005805622861760907,0.11690684913752922,0.010340890309511214,0.002777777777777778,0.0017130477654781295,0.01296475685933535,0.029512697964916235,1.2
12,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.018362212025010892,-0.0005805622861760917,0.0005805622861760917,0.12693054534140016,0.010023696203870947,0.002777777777777778,0.0017130477654781298,0.012927820230106477,0.029512697964916238,1.3333333333333333
13,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.12693054534140016,0.0,0.0,0.0017130477654781298,0.012927820230106477,0.029512697964916238,1.3333333333333333
14,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.036724424050021784,-0.0011611245723521827,0.0011611245723521827,0.14614474600856192,0.019214200667161757,0.005555555555555556,0.0017130477654781295,0.012853946971648725,0.029512697964916238,1.6
15,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.0,0.0,-0.0,0.14614474600856192,0.0,0.0,0.0017130477654781295,0.012853946971648725,0.029512697964916238,1.6
16,gaussian,0.03,2.0,48,0.09678139339828438,0.0029034418019485315,360,0.018362212025010892,-0.0005805622861760907,0.0005805622861760907,0.15538169731526452,0.009236951306702601,0.002777777777777778,0.0017130477654781293,0.012817010342419848,0.029512697964916238,1.7333333333333334
