mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,160,0.6612275334096398,0.9857828273224454,2.220446049250313e-16,0.0,3.3306690738754696e-16,1.7937829234940417e-16,1.0,0.7959850369529091,6.123908042811567e-13
