seed,k_layers,mu_min,mu_max,d0,growth,holo_growth,d_max,mix_pure,weight_mode,lambda_raw_unreg,lambda_cut_unreg,lambda_raw_reg,lambda_cut_reg,trace_raw_max,trace_cut_max,dyn_norm_raw_mean,dyn_norm_cut_mean,mean_d_raw,mean_d_eff,max_d_raw,max_d_eff,mean_cut_fraction,resolution_std_raw_unreg,resolution_std_cut_reg,resolution_std_raw_reg,resolution_relspan_raw_unreg,resolution_relspan_cut_reg,resolution_stability_gain,pass_trace_1e-11,pass_stability_gain_gt_1,pass_all
20270244,12,0.0,5.0,2,0.9354226829073415,0.6243711497722817,256,0.5084662053650026,inv_dim,-0.0004043251947247532,-0.04646929933327618,-0.012276067770382086,-0.018618372333373,9.022929409870788e-17,7.796612332912425e-17,0.7964715351297964,0.44417360896833086,51.416666666666664,14.833333333333334,215.0,45.0,0.467545363876328,0.17805556993960786,0.10080094617204216,0.09034211560051458,4.314150539844572,4.449358085090437,1.7664077243452605,True,True,True
